uniqueid,plotid,Soil sampling depth,subsample,year,sampledate,Bulk density,Water retention at 0 bar,Soil texture name,Soil pH,Cation exchange capacity (CEC),Soil organic carbon (SOC),Total nitrogen (TN),Soil nitrate,Standard soil fertility routine analysis: soil pH detected with the 1:1 H2O method,Standard soil fertility routine analysis: soil cation exchange capacity (CEC),Standard soil fertility routine analysis: soil calcium (Ca) by base saturation,Standard soil fertility routine analysis: soil magnesium (Mg) by base saturation,Standard soil fertility routine analysis: soil potassium (K) by base saturation,Standard soil fertility routine analysis: lime test index,Standard soil fertility routine analysis: soil potassium (K) concentration measured by ammonium acetate or Mehlich-3 test,Standard soil fertility routine analysis: soil calcium (Ca) concentration measured by ammonium acetate or Mehlich-3 test,Standard soil fertility routine analysis: soil magnesium (Mg) concentration measured by ammonium acetate or Mehlich-3 test,Percent sand,Percent silt,Percent clay,Water retention at 0.05 bar,Water retention at 0.1 bar,Water retention at 0.33 bar,Water retention at 15 bar
NWREC,4091,0 to 10,3,2011,M,1.38,0.48,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.48,0.48,0.47,0.089
NWREC,1081,10 to 20,3,2011,M,1.34,0.49,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.49,0.46,0.44,0.115
NWREC,2032,0 to 10,2,2011,M,1.36,0.49,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.49,0.49,0.48,0.085
NWREC,2032,0 to 10,3,2011,M,1.36,0.49,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.46,0.44,0.44,0.129
NWREC,2091,10 to 20,3,2011,M,1.35,0.49,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.48,0.48,0.46,0.106
NWREC,2101,0 to 10,2,2011,M,1.34,0.49,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.48,0.48,0.48,0.095
NWREC,2101,0 to 10,3,2011,M,1.35,0.49,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.46,0.45,0.39,0.119
NWREC,3031,0 to 10,3,2011,M,1.35,0.49,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.48,0.48,0.48,0.087
NWREC,3032,0 to 10,2,2011,M,1.36,0.49,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.49,0.47,0.45,0.068
NWREC,3081,0 to 10,2,2011,M,1.35,0.49,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.48,0.47,0.45,0.087
NWREC,4041,0 to 10,3,2011,M,1.35,0.49,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.49,0.48,0.48,0.117
NWREC,4042,0 to 10,3,2011,M,1.35,0.49,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.49,0.49,0.49,0.114
NWREC,1071,0 to 10,3,2011,M,1.32,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.49,0.47,0.42,0.122
NWREC,1092,0 to 10,3,2011,M,1.32,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.47,0.45,0.42,0.129
NWREC,3051,0 to 10,3,2011,M,1.32,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.5,0.5,0.5,0.097
NWREC,3052,0 to 10,2,2011,M,1.33,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.45,0.43,0.41,0.068
NWREC,3081,0 to 10,3,2011,M,1.33,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.49,0.49,0.49,0.104
NWREC,4062,0 to 10,2,2011,M,1.34,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.49,0.47,0.45,0.064
NWREC,4101,0 to 10,2,2011,M,1.33,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.5,0.5,0.48,0.072
NWREC,1081,0 to 10,2,2011,M,1.3,0.51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.51,0.51,0.49,0.091
NWREC,2012,0 to 10,2,2011,M,1.29,0.51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.51,0.51,0.5,0.088
NWREC,2102,0 to 10,2,2011,M,1.3,0.51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.51,0.5,0.5,0.099
NWREC,3092,0 to 10,2,2011,M,1.31,0.51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.51,0.5,0.48,0.081
NWREC,4092,0 to 10,3,2011,M,1.29,0.51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.5,0.5,0.5,0.085
NWREC,1072,0 to 10,3,2011,M,1.28,0.52,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.48,0.44,0.35,0.133
NWREC,1081,0 to 10,3,2011,M,1.27,0.52,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.48,0.45,0.36,0.122
NWREC,2092,0 to 10,3,2011,M,1.27,0.52,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.51,0.5,0.41,0.126
NWREC,1091,0 to 10,3,2011,M,1.24,0.53,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.49,0.48,0.46,0.119
NWREC,1091,10 to 20,2,2011,M,1.25,0.53,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.53,0.53,0.53,0.101
NWREC,2091,0 to 10,3,2011,M,1.26,0.53,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.52,0.51,0.5,0.114
NWREC,2102,0 to 10,3,2011,M,1.25,0.53,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.52,0.52,0.49,0.112
NWREC,3082,0 to 10,3,2011,M,1.26,0.53,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.53,0.52,0.52,0.093
NWREC,4061,10 to 20,2,2011,M,1.25,0.53,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.52,0.52,0.51,0.078
NWREC,1101,0 to 10,3,2011,M,1.22,0.54,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.5,0.48,0.44,0.12
NWREC,1102,10 to 20,2,2011,M,1.22,0.54,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.54,0.54,0.53,0.107
NWREC,3032,0 to 10,3,2011,M,1.23,0.54,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.52,0.51,0.49,0.083
NWREC,3092,0 to 10,3,2011,M,1.22,0.54,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.54,0.54,0.54,0.101
NWREC,4041,0 to 10,2,2011,M,1.22,0.54,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.54,0.53,0.51,0.074
NWREC,4042,0 to 10,2,2011,M,1.22,0.54,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.54,0.54,0.53,0.073
NWREC,4061,0 to 10,3,2011,M,1.21,0.54,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.54,0.54,0.54,0.089
NWREC,2012,0 to 10,3,2011,M,1.19,0.55,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.52,0.51,0.45,0.106
NWREC,1071,0 to 10,2,2011,M,1.17,0.56,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.55,0.55,0.51,0.09
NWREC,2031,0 to 10,3,2011,M,1.17,0.56,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.55,0.55,0.45,0.087
NWREC,3091,0 to 10,2,2011,M,1.16,0.56,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.56,0.56,0.55,0.072
NWREC,1092,0 to 10,2,2011,M,1.15,0.57,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.57,0.57,0.57,0.079
NWREC,1102,0 to 10,2,2011,M,1.11,0.58,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.58,0.57,0.56,0.08
NWREC,1091,0 to 10,2,2011,M,1.09,0.59,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.59,0.59,0.58,0.081
NWREC,1101,0 to 10,2,2011,M,1.07,0.6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.6,0.6,0.6,0.082
NWREC,1011,0 to 10,2,2014,M,1.12,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1011,0 to 10,3,2014,M,1.36,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1011,10 to 20,2,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1011,10 to 20,3,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1011,20 to 40,2,2014,M,1.19,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1011,20 to 40,3,2014,M,1.18,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1011,40 to 60,2,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1011,40 to 60,3,2014,M,1.14,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1012,0 to 10,2,2014,M,1.38,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1012,0 to 10,3,2014,M,1.42,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1012,10 to 20,2,2014,M,1.38,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1012,10 to 20,3,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1012,20 to 40,2,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1012,20 to 40,3,2014,M,1.25,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1012,40 to 60,2,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1012,40 to 60,3,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1021,0 to 10,2,2014,M,1.42,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1021,0 to 10,3,2014,M,1.43,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1021,10 to 20,2,2014,M,1.44,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1021,10 to 20,3,2014,M,1.35,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1021,20 to 40,2,2014,M,1.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1021,20 to 40,3,2014,M,1.22,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1021,40 to 60,2,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1021,40 to 60,3,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1022,0 to 10,2,2014,M,1.45,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1022,0 to 10,3,2014,M,1.45,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1022,10 to 20,2,2014,M,1.42,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1022,10 to 20,3,2014,M,1.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1022,20 to 40,2,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1022,20 to 40,3,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1022,40 to 60,2,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1022,40 to 60,3,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1061,0 to 10,2,2014,M,1.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1061,0 to 10,3,2014,M,1.47,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1061,10 to 20,2,2014,M,1.22,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1061,10 to 20,3,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1061,20 to 40,2,2014,M,1.25,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1061,20 to 40,3,2014,M,1.27,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1061,40 to 60,2,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1061,40 to 60,3,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1062,0 to 10,2,2014,M,1.33,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1062,0 to 10,3,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1062,10 to 20,2,2014,M,1.37,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1062,10 to 20,3,2014,M,1.33,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1062,20 to 40,2,2014,M,1.36,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1062,20 to 40,3,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1062,40 to 60,2,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1062,40 to 60,3,2014,M,1.25,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1071,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,19.59,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1071,0 to 10,2,2014,M,1.41,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1071,0 to 10,3,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1071,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,58.92,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1071,10 to 20,2,2014,M,1.4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1071,10 to 20,3,2014,M,1.41,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1071,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,1.14,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1071,20 to 40,2,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1071,20 to 40,3,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1071,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,5.88,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1071,40 to 60,2,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1071,40 to 60,3,2014,M,1.37,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1072,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,17.66,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1072,0 to 10,2,2014,M,1.35,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1072,0 to 10,3,2014,M,1.35,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1072,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,4.53,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1072,10 to 20,2,2014,M,1.49,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1072,10 to 20,3,2014,M,1.51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1072,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,27.86,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1072,20 to 40,2,2014,M,1.25,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1072,20 to 40,3,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1072,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,25.85,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1072,40 to 60,2,2014,M,1.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1072,40 to 60,3,2014,M,1.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1081,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,7.67,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1081,0 to 10,2,2014,M,1.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1081,0 to 10,3,2014,M,1.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1081,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,6.22,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1081,10 to 20,2,2014,M,1.27,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1081,10 to 20,3,2014,M,1.25,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1081,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,5.39,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1081,20 to 40,2,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1081,20 to 40,3,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1081,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,1.11,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1081,40 to 60,2,2014,M,1.33,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1081,40 to 60,3,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1082,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,10.39,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1082,0 to 10,2,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1082,0 to 10,3,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1082,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,3.58,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1082,10 to 20,2,2014,M,1.55,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1082,10 to 20,3,2014,M,1.44,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1082,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,0.17,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1082,20 to 40,2,2014,M,1.23,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1082,20 to 40,3,2014,M,1.27,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1082,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,11.16,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1082,40 to 60,2,2014,M,1.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1082,40 to 60,3,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1091,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,8.01,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1091,0 to 10,2,2014,M,1.17,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1091,0 to 10,3,2014,M,1.14,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1091,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,6.03,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1091,10 to 20,2,2014,M,1.35,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1091,10 to 20,3,2014,M,1.23,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1091,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,16.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1091,20 to 40,2,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1091,20 to 40,3,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1091,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,23.37,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1091,40 to 60,2,2014,M,1.35,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1091,40 to 60,3,2014,M,1.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1092,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,20.72,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1092,0 to 10,2,2014,M,1.33,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1092,0 to 10,3,2014,M,1.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1092,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,34.97,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1092,10 to 20,2,2014,M,1.46,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1092,10 to 20,3,2014,M,1.43,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1092,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,3.13,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1092,20 to 40,2,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1092,20 to 40,3,2014,M,1.35,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1092,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,4.39,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1092,40 to 60,2,2014,M,1.35,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1092,40 to 60,3,2014,M,1.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1101,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,7.83,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1101,0 to 10,2,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1101,0 to 10,3,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1101,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,6.02,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1101,10 to 20,2,2014,M,1.41,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1101,10 to 20,3,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1101,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,16.62,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1101,20 to 40,2,2014,M,1.35,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1101,20 to 40,3,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1101,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,44.36,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1101,40 to 60,2,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1101,40 to 60,3,2014,M,1.38,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,1102,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,17.99,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
